1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.9859,0.98577,0.98566,0.98556,0.98548,0.98541,0.98535,0.9853,0.98526,0.98522,0.98519,0.98516,0.98514,0.98512,0.98511,0.98509,0.98508,0.98507,0.98507,0.98506,0.98505,0.98505,0.98504,0.98504,0.98504,0.98503,0.98503,0.98503,0.98503,0.98503,0.98503,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502,0.98502
0.97279,0.97253,0.9723,0.97209,0.9719,0.97173,0.97157,0.97144,0.97132,0.97121,0.97111,0.97103,0.97095,0.97088,0.97082,0.97077,0.97072,0.97068,0.97064,0.97061,0.97058,0.97055,0.97053,0.97051,0.97049,0.97047,0.97046,0.97044,0.97043,0.97042,0.97041,0.97041,0.9704,0.97039,0.97039,0.97038,0.97038,0.97037,0.97037,0.97037,0.97037,0.97036,0.97036,0.97036,0.97036,0.97036,0.97036,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035,0.97035
0.96014,0.95976,0.9594,0.95908,0.95878,0.95851,0.95827,0.95804,0.95783,0.95765,0.95748,0.95732,0.95718,0.95705,0.95694,0.95683,0.95674,0.95665,0.95658,0.95651,0.95644,0.95639,0.95633,0.95629,0.95625,0.95621,0.95618,0.95614,0.95612,0.95609,0.95607,0.95605,0.95603,0.95602,0.956,0.95599,0.95598,0.95597,0.95596,0.95595,0.95594,0.95593,0.95593,0.95592,0.95592,0.95591,0.95591,0.9559,0.9559,0.9559,0.9559,0.95589,0.95589,0.95589,0.95589,0.95589,0.95589,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95588,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587,0.95587
0.94785,0.94734,0.94687,0.94643,0.94603,0.94565,0.94531,0.94499,0.9447,0.94443,0.94418,0.94395,0.94374,0.94354,0.94337,0.9432,0.94306,0.94292,0.9428,0.94268,0.94258,0.94248,0.9424,0.94232,0.94225,0.94218,0.94212,0.94207,0.94202,0.94198,0.94194,0.9419,0.94187,0.94184,0.94181,0.94179,0.94176,0.94174,0.94173,0.94171,0.94169,0.94168,0.94167,0.94166,0.94165,0.94164,0.94163,0.94162,0.94162,0.94161,0.94161,0.9416,0.9416,0.94159,0.94159,0.94159,0.94158,0.94158,0.94158,0.94158,0.94158,0.94157,0.94157,0.94157,0.94157,0.94157,0.94157,0.94157,0.94157,0.94157,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156,0.94156
0.93613,0.9355,0.93492,0.93437,0.93386,0.93339,0.93294,0.93253,0.93215,0.93179,0.93146,0.93115,0.93086,0.93059,0.93035,0.93012,0.92991,0.92972,0.92954,0.92937,0.92922,0.92908,0.92895,0.92883,0.92872,0.92861,0.92852,0.92844,0.92836,0.92829,0.92822,0.92816,0.92811,0.92805,0.92801,0.92797,0.92793,0.92789,0.92786,0.92783,0.9278,0.92778,0.92776,0.92774,0.92772,0.9277,0.92769,0.92767,0.92766,0.92765,0.92764,0.92763,0.92762,0.92761,0.9276,0.9276,0.92759,0.92759,0.92758,0.92758,0.92757,0.92757,0.92757,0.92756,0.92756,0.92756,0.92755,0.92755,0.92755,0.92755,0.92755,0.92755,0.92755,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754,0.92754
0.92457,0.92383,0.92314,0.92248,0.92187,0.92129,0.92075,0.92024,0.91977,0.91932,0.91891,0.91852,0.91816,0.91782,0.9175,0.91721,0.91694,0.91668,0.91645,0.91623,0.91603,0.91584,0.91566,0.9155,0.91535,0.91521,0.91508,0.91497,0.91486,0.91475,0.91466,0.91458,0.9145,0.91442,0.91436,0.91429,0.91424,0.91419,0.91414,0.91409,0.91405,0.91402,0.91398,0.91395,0.91392,0.91389,0.91387,0.91385,0.91383,0.91381,0.91379,0.91378,0.91376,0.91375,0.91374,0.91373,0.91372,0.91371,0.9137,0.91369,0.91368,0.91368,0.91367,0.91367,0.91366,0.91366,0.91365,0.91365,0.91365,0.91364,0.91364,0.91364,0.91364,0.91363,0.91363,0.91363,0.91363,0.91363,0.91363,0.91363,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362,0.91362
0.9134,0.91255,0.91175,0.91099,0.91027,0.9096,0.90896,0.90836,0.9078,0.90726,0.90677,0.9063,0.90586,0.90545,0.90506,0.9047,0.90436,0.90404,0.90375,0.90347,0.90321,0.90297,0.90275,0.90254,0.90235,0.90217,0.902,0.90184,0.9017,0.90156,0.90144,0.90132,0.90121,0.90111,0.90102,0.90094,0.90086,0.90078,0.90072,0.90065,0.90059,0.90054,0.90049,0.90045,0.9004,0.90037,0.90033,0.9003,0.90027,0.90024,0.90021,0.90019,0.90017,0.90015,0.90013,0.90011,0.90009,0.90008,0.90007,0.90005,0.90004,0.90003,0.90002,0.90002,0.90001,0.9,0.89999,0.89999,0.89998,0.89998,0.89997,0.89997,0.89996,0.89996,0.89996,0.89995,0.89995,0.89995,0.89995,0.89994,0.89994,0.89994,0.89994,0.89994,0.89994,0.89993,0.89993,0.89993,0.89993,0.89993,0.89993,0.89993,0.89993,0.89993,0.89993,0.89993,0.89993,0.89993,0.89993,0.89993
0.90258,0.90162,0.90071,0.89985,0.89903,0.89826,0.89753,0.89683,0.89618,0.89556,0.89498,0.89442,0.89391,0.89342,0.89296,0.89252,0.89212,0.89174,0.89138,0.89104,0.89072,0.89043,0.89015,0.88989,0.88965,0.88942,0.88921,0.88901,0.88883,0.88865,0.88849,0.88834,0.8882,0.88807,0.88795,0.88784,0.88773,0.88763,0.88754,0.88746,0.88738,0.88731,0.88724,0.88718,0.88712,0.88707,0.88702,0.88697,0.88693,0.88689,0.88685,0.88682,0.88679,0.88676,0.88673,0.88671,0.88668,0.88666,0.88664,0.88662,0.88661,0.88659,0.88658,0.88657,0.88655,0.88654,0.88653,0.88652,0.88651,0.88651,0.8865,0.88649,0.88649,0.88648,0.88648,0.88647,0.88647,0.88646,0.88646,0.88645,0.88645,0.88645,0.88645,0.88644,0.88644,0.88644,0.88644,0.88644,0.88644,0.88643,0.88643,0.88643,0.88643,0.88643,0.88643,0.88643,0.88643,0.88643,0.88643,0.88643
0.89209,0.89103,0.89002,0.88905,0.88814,0.88727,0.88644,0.88565,0.88491,0.8842,0.88353,0.8829,0.8823,0.88173,0.8812,0.88069,0.88021,0.87976,0.87933,0.87893,0.87856,0.8782,0.87787,0.87755,0.87726,0.87698,0.87672,0.87647,0.87624,0.87603,0.87583,0.87564,0.87546,0.8753,0.87514,0.875,0.87487,0.87474,0.87462,0.87451,0.87441,0.87432,0.87423,0.87415,0.87407,0.874,0.87393,0.87387,0.87381,0.87376,0.87371,0.87367,0.87362,0.87358,0.87355,0.87351,0.87348,0.87345,0.87343,0.8734,0.87338,0.87336,0.87334,0.87332,0.8733,0.87329,0.87327,0.87326,0.87325,0.87324,0.87323,0.87322,0.87321,0.8732,0.87319,0.87318,0.87318,0.87317,0.87317,0.87316,0.87316,0.87315,0.87315,0.87315,0.87314,0.87314,0.87314,0.87314,0.87313,0.87313,0.87313,0.87313,0.87313,0.87313,0.87313,0.87312,0.87312,0.87312,0.87312,0.87312
