10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9.7148,9.7111,9.7078,9.7047,9.7019,9.6993,9.697,9.6949,9.6929,9.6912,9.6896,9.6882,9.687,9.6858,9.6848,9.6839,9.6831,9.6824,9.6818,9.6812,9.6807,9.6803,9.6799,9.6796,9.6793,9.679,9.6788,9.6786,9.6784,9.6783,9.6781,9.678,9.6779,9.6779,9.6778,9.6777,9.6777,9.6776,9.6776,9.6776,9.6775,9.6775,9.6775,9.6775,9.6775,9.6775,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774,9.6774
9.4682,9.4613,9.4548,9.4486,9.4428,9.4374,9.4323,9.4275,9.423,9.4188,9.4148,9.4111,9.4077,9.4045,9.4015,9.3987,9.3961,9.3937,9.3915,9.3894,9.3875,9.3858,9.3841,9.3826,9.3812,9.38,9.3788,9.3777,9.3767,9.3758,9.375,9.3742,9.3736,9.3729,9.3723,9.3718,9.3714,9.3709,9.3705,9.3702,9.3699,9.3696,9.3693,9.3691,9.3689,9.3687,9.3685,9.3683,9.3682,9.3681,9.368,9.3679,9.3678,9.3677,9.3676,9.3676,9.3675,9.3675,9.3674,9.3674,9.3673,9.3673,9.3673,9.3673,9.3672,9.3672,9.3672,9.3672,9.3672,9.3672,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671,9.3671
9.2474,9.2375,9.2281,9.2191,9.2106,9.2024,9.1947,9.1873,9.1802,9.1736,9.1672,9.1612,9.1555,9.1501,9.145,9.1401,9.1355,9.1312,9.1271,9.1232,9.1196,9.1162,9.1129,9.1099,9.107,9.1044,9.1018,9.0995,9.0972,9.0952,9.0932,9.0914,9.0897,9.0881,9.0866,9.0853,9.084,9.0828,9.0817,9.0806,9.0797,9.0788,9.0779,9.0772,9.0765,9.0758,9.0752,9.0747,9.0741,9.0737,9.0732,9.0728,9.0724,9.0721,9.0718,9.0715,9.0712,9.071,9.0708,9.0706,9.0704,9.0702,9.0701,9.0699,9.0698,9.0697,9.0696,9.0695,9.0694,9.0693,9.0693,9.0692,9.0691,9.0691,9.069,9.069,9.0689,9.0689,9.0689,9.0688,9.0688,9.0688,9.0688,9.0688,9.0687,9.0687,9.0687,9.0687,9.0687,9.0687,9.0687,9.0687,9.0687,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686,9.0686
9.0468,9.0343,9.0222,9.0106,8.9995,8.9888,8.9786,8.9688,8.9594,8.9503,8.9417,8.9334,8.9255,8.918,8.9107,8.9038,8.8972,8.8909,8.8849,8.8792,8.8738,8.8686,8.8636,8.8589,8.8545,8.8502,8.8462,8.8424,8.8387,8.8353,8.832,8.8289,8.826,8.8232,8.8206,8.8182,8.8158,8.8136,8.8115,8.8096,8.8077,8.806,8.8043,8.8028,8.8014,8.8,8.7987,8.7975,8.7964,8.7954,8.7944,8.7934,8.7926,8.7918,8.791,8.7903,8.7897,8.7891,8.7885,8.788,8.7875,8.787,8.7866,8.7862,8.7858,8.7855,8.7852,8.7849,8.7846,8.7843,8.7841,8.7839,8.7837,8.7835,8.7833,8.7832,8.783,8.7829,8.7828,8.7827,8.7826,8.7825,8.7824,8.7823,8.7822,8.7822,8.7821,8.7821,8.782,8.782,8.7819,8.7819,8.7818,8.7818,8.7818,8.7818,8.7817,8.7817,8.7817,8.7817,8.7816,8.7816,8.7816,8.7816,8.7816,8.7816,8.7816,8.7816,8.7816,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815,8.7815
8.8633,8.8483,8.8338,8.8198,8.8063,8.7933,8.7807,8.7686,8.757,8.7458,8.7349,8.7245,8.7145,8.7049,8.6956,8.6867,8.6782,8.67,8.6621,8.6545,8.6473,8.6403,8.6337,8.6273,8.6212,8.6153,8.6097,8.6044,8.5993,8.5944,8.5897,8.5852,8.581,8.5769,8.5731,8.5694,8.5659,8.5625,8.5593,8.5563,8.5534,8.5507,8.5481,8.5456,8.5433,8.5411,8.5389,8.5369,8.5351,8.5333,8.5316,8.53,8.5284,8.527,8.5257,8.5244,8.5232,8.522,8.521,8.5199,8.519,8.5181,8.5173,8.5165,8.5157,8.515,8.5144,8.5137,8.5132,8.5126,8.5121,8.5116,8.5112,8.5108,8.5104,8.51,8.5097,8.5094,8.5091,8.5088,8.5085,8.5083,8.5081,8.5079,8.5077,8.5075,8.5073,8.5072,8.507,8.5069,8.5068,8.5067,8.5066,8.5065,8.5064,8.5063,8.5062,8.5061,8.5061,8.506,8.5059,8.5059,8.5058,8.5058,8.5058,8.5057,8.5057,8.5057,8.5056,8.5056,8.5056,8.5055,8.5055,8.5055,8.5055,8.5055,8.5055,8.5054,8.5054,8.5054,8.5054,8.5054,8.5054,8.5054,8.5054,8.5054,8.5054,8.5054,8.5054,8.5054,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053,8.5053
8.6946,8.6774,8.6607,8.6445,8.6288,8.6136,8.5989,8.5847,8.5709,8.5576,8.5447,8.5323,8.5203,8.5087,8.4975,8.4867,8.4762,8.4662,8.4565,8.4471,8.4381,8.4294,8.421,8.413,8.4052,8.3978,8.3906,8.3837,8.3771,8.3707,8.3646,8.3588,8.3531,8.3477,8.3425,8.3376,8.3328,8.3282,8.3239,8.3197,8.3157,8.3119,8.3082,8.3047,8.3014,8.2982,8.2951,8.2922,8.2895,8.2868,8.2843,8.2819,8.2796,8.2774,8.2753,8.2734,8.2715,8.2697,8.268,8.2664,8.2649,8.2634,8.262,8.2607,8.2595,8.2583,8.2572,8.2562,8.2552,8.2542,8.2534,8.2525,8.2517,8.251,8.2503,8.2496,8.249,8.2484,8.2478,8.2473,8.2468,8.2463,8.2459,8.2455,8.2451,8.2447,8.2444,8.2441,8.2438,8.2435,8.2432,8.243,8.2428,8.2426,8.2424,8.2422,8.242,8.2418,8.2417,8.2415,8.2414,8.2413,8.2412,8.241,8.2409,8.2408,8.2408,8.2407,8.2406,8.2405,8.2405,8.2404,8.2403,8.2403,8.2402,8.2402,8.2402,8.2401,8.2401,8.2401,8.24,8.24,8.24,8.2399,8.2399,8.2399,8.2399,8.2399,8.2398,8.2398,8.2398,8.2398,8.2398,8.2398,8.2398,8.2398,8.2398,8.2397,8.2397,8.2397,8.2397,8.2397,8.2397,8.2397,8.2397,8.2397,8.2397,8.2397,8.2397,8.2397
8.5391,8.5197,8.5009,8.4827,8.465,8.4478,8.4311,8.4149,8.3991,8.3839,8.3691,8.3547,8.3408,8.3274,8.3143,8.3017,8.2895,8.2776,8.2662,8.2551,8.2444,8.234,8.224,8.2143,8.205,8.1959,8.1872,8.1788,8.1707,8.1628,8.1553,8.148,8.141,8.1342,8.1277,8.1215,8.1154,8.1096,8.104,8.0987,8.0935,8.0885,8.0838,8.0792,8.0748,8.0705,8.0665,8.0626,8.0589,8.0553,8.0519,8.0486,8.0455,8.0425,8.0396,8.0368,8.0342,8.0317,8.0293,8.027,8.0248,8.0227,8.0207,8.0188,8.017,8.0152,8.0136,8.012,8.0105,8.0091,8.0077,8.0064,8.0052,8.004,8.0029,8.0019,8.0009,7.9999,7.999,7.9982,7.9974,7.9966,7.9959,7.9952,7.9945,7.9939,7.9933,7.9928,7.9923,7.9918,7.9913,7.9909,7.9904,7.9901,7.9897,7.9893,7.989,7.9887,7.9884,7.9881,7.9879,7.9876,7.9874,7.9872,7.987,7.9868,7.9866,7.9865,7.9863,7.9862,7.986,7.9859,7.9858,7.9857,7.9856,7.9855,7.9854,7.9853,7.9852,7.9851,7.9851,7.985,7.9849,7.9849,7.9848,7.9848,7.9847,7.9847,7.9846,7.9846,7.9846,7.9845,7.9845,7.9845,7.9845,7.9844,7.9844,7.9844,7.9844,7.9844,7.9844,7.9843,7.9843,7.9843,7.9843,7.9843,7.9843,7.9843,7.9843,7.9843
8.3951,8.3739,8.3532,8.333,8.3134,8.2943,8.2758,8.2577,8.2401,8.2231,8.2065,8.1903,8.1747,8.1594,8.1446,8.1303,8.1163,8.1028,8.0897,8.0769,8.0646,8.0526,8.041,8.0298,8.0189,8.0083,7.9981,7.9882,7.9786,7.9694,7.9604,7.9517,7.9433,7.9352,7.9274,7.9198,7.9125,7.9055,7.8986,7.8921,7.8857,7.8796,7.8737,7.868,7.8625,7.8572,7.8521,7.8472,7.8425,7.838,7.8336,7.8294,7.8253,7.8215,7.8177,7.8141,7.8107,7.8074,7.8042,7.8011,7.7982,7.7954,7.7927,7.7901,7.7877,7.7853,7.783,7.7809,7.7788,7.7768,7.7749,7.7731,7.7713,7.7697,7.7681,7.7666,7.7651,7.7638,7.7625,7.7612,7.76,7.7589,7.7578,7.7568,7.7558,7.7548,7.7539,7.7531,7.7523,7.7515,7.7508,7.7501,7.7495,7.7488,7.7482,7.7477,7.7472,7.7467,7.7462,7.7457,7.7453,7.7449,7.7445,7.7441,7.7438,7.7435,7.7432,7.7429,7.7426,7.7424,7.7421,7.7419,7.7417,7.7415,7.7413,7.7411,7.7409,7.7408,7.7406,7.7405,7.7403,7.7402,7.7401,7.74,7.7399,7.7398,7.7397,7.7396,7.7395,7.7394,7.7394,7.7393,7.7392,7.7392,7.7391,7.7391,7.7391,7.739,7.739,7.7389,7.7389,7.7389,7.7389,7.7388,7.7388,7.7388,7.7388,7.7388,7.7388,7.7388
8.2615,8.2384,8.216,8.194,8.1727,8.1518,8.1315,8.1117,8.0924,8.0736,8.0554,8.0375,8.0202,8.0033,7.9869,7.9709,7.9553,7.9402,7.9255,7.9112,7.8973,7.8838,7.8707,7.858,7.8456,7.8336,7.8219,7.8106,7.7996,7.7889,7.7786,7.7686,7.7589,7.7495,7.7403,7.7315,7.7229,7.7146,7.7066,7.6988,7.6913,7.6841,7.677,7.6702,7.6636,7.6573,7.6512,7.6452,7.6395,7.634,7.6286,7.6235,7.6185,7.6137,7.6091,7.6046,7.6003,7.5962,7.5922,7.5883,7.5846,7.5811,7.5777,7.5744,7.5712,7.5681,7.5652,7.5624,7.5597,7.5571,7.5546,7.5522,7.5499,7.5477,7.5456,7.5435,7.5416,7.5397,7.5379,7.5362,7.5346,7.533,7.5315,7.5301,7.5287,7.5274,7.5261,7.5249,7.5238,7.5227,7.5216,7.5206,7.5197,7.5188,7.5179,7.5171,7.5163,7.5155,7.5148,7.5141,7.5135,7.5129,7.5123,7.5117,7.5112,7.5107,7.5102,7.5097,7.5093,7.5089,7.5085,7.5081,7.5078,7.5075,7.5071,7.5069,7.5066,7.5063,7.5061,7.5058,7.5056,7.5054,7.5052,7.505,7.5048,7.5046,7.5045,7.5043,7.5042,7.5041,7.5039,7.5038,7.5037,7.5036,7.5035,7.5035,7.5034,7.5033,7.5032,7.5032,7.5031,7.5031,7.503,7.503,7.503,7.5029,7.5029,7.5029,7.5029,7.5029
